,"HPV Vaccination Up-To-Date, Males and Females - Age",,,,,,"HPV Vaccination Up-To-Date, Males and Females - Poverty",,,,,,,,,,,,,,,,,,"HPV Vaccination Up-To-Date, Males and Females - Race/Ethnicity",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"HPV Vaccination Up-To-Date, Males and Females - Urbanicity",,,,,,,,,,,,,,,,,,"HPV Vaccination Up-To-Date, Female - Age",,,,,,"HPV Vaccination Up-To-Date, Female - Poverty",,,,,,,,,,,,,,,,,,"HPV Vaccination Up-To-Date, Female - Race/Ethnicity",,,,,,,,,,,,,,,,,,,,,,,,,,"HPV Vaccination Up-To-Date, Female - Urbanicity",,,,,,,,,,,,,,,,,,"HPV Vaccination Up-To-Date, Male - Age",,,,,,"HPV Vaccination Up-To-Date, Male - Poverty",,,,,,,,,,,,,,,,,,"HPV Vaccination Up-To-Date, Male - Race/Ethnicity",,,,,,,,,,,,,,,,,,,,,,,,,,,,"HPV Vaccination Up-To-Date, Male - Urbanicity",,,,,,,,,,,,,,,,,
District of Columbia,71.3,63.6,78.0,(±7.2),283,NaN,69.5,60.2,77.4,(±8.7),207,NaN,77.1,61.1,87.8,(±13.5),63,NaN,NA,NaN,NaN,NA,NA,NaN,NA,NaN,NaN,NA,NA,NaN,NA,NaN,NaN,NA,NA,NaN,70.0,58.8,79.3,(±10.3),98,NaN,81.4,68.0,90.0,(±11.0),76,NaN,70.6,56.4,81.6,(±12.8),85,NaN,NA,NaN,NaN,NA,NA,NaN,71.3,63.6,78.0,(±7.2),283,NaN,NA,NaN,NaN,NA,NA,NaN,73.5,62.8,82.0,(±9.6),134,NaN,71.1,58.4,81.2,(±11.6),101,NaN,NA,NaN,NaN,NA,NA,NaN,NA,NaN,NaN,NA,NA,NaN,NA,NA,NA,NaN,NA,NA,NA,NaN,76.7,60.4,87.7,(±13.8),44,NaN,82.3,60.5,93.4,(±16.2),36,NaN,63.7,44.8,79.2,(±17.9),44,NaN,NA,NaN,NaN,NA,NA,NaN,73.5,62.8,82.0,(±9.6),134,NaN,NA,NaN,NaN,NA,NA,NaN,69.2,57.7,78.6,(±10.6),149,NaN,67.7,53.7,79.1,(±13.0),106,NaN,74.7,51.0,89.3,(±19.7),34,NaN,NA,NaN,NaN,NA,NA,NaN,NA,NA,NA,NaN,NA,NaN,NaN,NA,NA,NaN,64.0,48.3,77.2,(±14.8),54,NaN,80.6,61.5,91.5,(±14.9),40,NaN,81.6,63.4,91.9,(±14.1),41,NaN,NA,NaN,NaN,NA,NA,NaN,69.2,57.7,78.6,(±10.6),149,NaN,NA,NaN,NaN,NA,NA,NaN
Florida,46.5,39.7,53.5,(±6.9),337,NaN,46.5,38.8,54.4,(±7.8),269,NaN,49.3,33.9,64.8,(±15.9),55,NaN,NA,NaN,NaN,NA,NA,NaN,NA,NaN,NaN,NA,NA,NaN,NA,NaN,NaN,NA,NA,NaN,45.4,27.4,64.7,(±19.6),31,NaN,53.6,41.0,65.7,(±12.6),92,NaN,42.0,33.5,51.0,(±8.9),184,NaN,NA,NaN,NaN,NA,NA,NaN,42.8,33.8,52.2,(±9.3),184,NaN,52.0,41.7,62.1,(±10.3),146,NaN,52.9,42.8,62.7,(±10.1),160,NaN,54.8,43.4,65.7,(±11.3),127,NaN,NA,NaN,NaN,NA,NA,NaN,NA,NaN,NaN,NA,NA,NaN,NA,NA,NA,NaN,NA,NA,NA,NaN,NA,NaN,NaN,NA,NA,NaN,63.9,44.4,79.7,(±18.3),39,NaN,40.7,28.7,53.9,(±12.9),86,NaN,NA,NaN,NaN,NA,NA,NaN,50.2,37.4,62.9,(±13.0),95,NaN,58.0,42.0,72.6,(±15.8),62,NaN,40.5,31.7,49.9,(±9.2),177,NaN,38.6,29.0,49.2,(±10.2),142,NaN,48.2,28.3,68.7,(±21.4),31,NaN,NA,NaN,NaN,NA,NA,NaN,NA,NA,NA,NaN,NA,NaN,NaN,NA,NA,NaN,NA,NaN,NaN,NA,NA,NaN,45.0,29.5,61.6,(±16.6),53,NaN,43.2,31.7,55.6,(±12.2),98,NaN,NA,NaN,NaN,NA,NA,NaN,34.6,23.3,48.1,(±12.6),89,NaN,47.0,34.2,60.1,(±13.2),84,NaN
Georgia,49.6,43.1,56.1,(±6.6),345,NaN,48.0,41.0,55.1,(±7.1),290,NaN,56.0,39.3,71.4,(±16.6),48,NaN,NA,NaN,NaN,NA,NA,NaN,NA,NaN,NaN,NA,NA,NaN,NA,NaN,NaN,NA,NA,NaN,47.7,35.3,60.5,(±12.9),79,NaN,62.1,44.3,77.1,(±17.0),51,NaN,47.0,38.4,55.7,(±8.8),186,NaN,45.7,27.7,64.9,(±19.6),43,NaN,61.4,49.4,72.1,(±11.5),105,NaN,44.1,35.8,52.7,(±8.6),197,NaN,53.7,44.4,62.7,(±9.3),167,NaN,47.9,38.0,58.0,(±10.1),138,NaN,NA,NaN,NaN,NA,NA,NaN,NA,NaN,NaN,NA,NA,NaN,NA,NA,NA,NaN,NA,NA,NA,NaN,NA,NaN,NaN,NA,NA,NaN,NA,NaN,NaN,NA,NA,NaN,49.0,37.3,60.8,(±12.0),94,NaN,NA,NaN,NaN,NA,NA,NaN,65.1,46.4,80.1,(±17.4),44,NaN,49.2,37.4,61.0,(±12.0),97,NaN,45.6,36.7,54.8,(±9.1),178,NaN,48.1,38.3,58.0,(±10.0),152,NaN,NA,NaN,NaN,NA,NA,NaN,NA,NaN,NaN,NA,NA,NaN,NA,NA,NA,NaN,NA,NaN,NaN,NA,NA,NaN,41.0,26.4,57.4,(±16.0),50,NaN,NA,NaN,NaN,NA,NA,NaN,44.5,32.4,57.3,(±12.7),92,NaN,NA,NaN,NaN,NA,NA,NaN,58.4,42.7,72.6,(±15.4),61,NaN,39.1,28.1,51.4,(±11.9),100,NaN
Hawaii,60.7,54.2,66.8,(±6.4),327,NaN,62.9,56.0,69.4,(±6.7),276,NaN,44.7,27.3,63.5,(±18.9),41,NaN,NA,NaN,NaN,NA,NA,NaN,NA,NaN,NaN,NA,NA,NaN,58.6,42.4,73.1,(±15.8),53,NaN,NA,NaN,NaN,NA,NA,NaN,55.8,39.4,71.0,(±16.3),50,NaN,55.3,40.6,69.0,(±14.6),61,NaN,54.6,41.7,67.0,(±12.9),79,NaN,63.9,52.2,74.1,(±11.1),104,NaN,61.3,51.3,70.4,(±9.7),144,NaN,62.5,53.5,70.8,(±8.7),168,NaN,67.6,58.2,75.8,(±8.9),142,NaN,NA,NaN,NaN,NA,NA,NaN,NA,NaN,NaN,NA,NA,NaN,NA,NA,NA,NaN,NA,NA,NA,NaN,NA,NaN,NaN,NA,NA,NaN,NA,NaN,NaN,NA,NA,NaN,47.7,30.0,66.0,(±18.8),34,NaN,67.9,51.6,80.8,(±14.9),42,NaN,69.6,51.7,83.1,(±16.1),47,NaN,56.1,42.6,68.7,(±13.3),79,NaN,58.9,49.6,67.7,(±9.2),159,NaN,58.4,48.3,67.9,(±10.0),134,NaN,NA,NaN,NaN,NA,NA,NaN,NA,NaN,NaN,NA,NA,NaN,NA,NA,NA,NaN,NA,NaN,NaN,NA,NA,NaN,NA,NaN,NaN,NA,NA,NaN,NA,NaN,NaN,NA,NA,NaN,NA,NaN,NaN,NA,NA,NaN,40.6,24.1,59.5,(±18.5),37,NaN,60.0,44.4,73.8,(±15.1),57,NaN,67.4,52.4,79.4,(±13.8),65,NaN
Idaho,43.4,36.9,50.2,(±6.7),291,NaN,41.9,35.0,49.1,(±7.1),256,NaN,49.8,30.6,69.1,(±20.3),31,NaN,NA,NaN,NaN,NA,NA,NaN,NA,NaN,NaN,NA,NA,NaN,NA,NaN,NaN,NA,NA,NaN,NA,NaN,NaN,NA,NA,NaN,48.9,32.2,65.8,(±17.5),43,NaN,38.4,31.3,46.1,(±7.5),217,NaN,38.8,28.8,49.8,(±10.6),117,NaN,50.4,37.5,63.2,(±13.1),79,NaN,42.6,31.8,54.0,(±11.3),95,NaN,47.9,38.1,57.7,(±9.9),136,NaN,44.8,34.9,55.1,(±10.3),123,NaN,NA,NaN,NaN,NA,NA,NaN,NA,NaN,NaN,NA,NA,NaN,NA,NA,NA,NaN,NA,NA,NA,NaN,NA,NaN,NaN,NA,NA,NaN,NA,NaN,NaN,NA,NA,NaN,42.2,31.8,53.3,(±11.0),108,NaN,49.1,34.1,64.2,(±15.5),59,NaN,60.4,39.6,78.0,(±20.2),32,NaN,35.8,22.6,51.6,(±14.9),45,NaN,39.2,30.7,48.4,(±8.9),155,NaN,39.1,29.9,49.1,(±9.7),133,NaN,NA,NaN,NaN,NA,NA,NaN,NA,NaN,NaN,NA,NA,NaN,NA,NA,NA,NaN,NA,NaN,NaN,NA,NA,NaN,NA,NaN,NaN,NA,NA,NaN,NA,NaN,NaN,NA,NA,NaN,34.3,25.2,44.8,(±9.9),109,NaN,26.3,16.1,39.9,(±12.0),58,NaN,42.2,27.1,58.9,(±16.5),47,NaN,48.2,32.7,64.1,(±16.3),50,NaN
Illinois,53.4,48.9,57.9,(±4.5),721,NaN,53.0,47.8,58.1,(±5.2),519,NaN,55.3,45.1,65.1,(±10.1),170,NaN,51.6,32.5,70.2,(±19.8),32,NaN,NA,NaN,NaN,NA,NA,NaN,61.8,43.4,77.4,(±17.7),40,NaN,55.8,43.1,67.7,(±12.6),87,NaN,57.8,49.1,66.1,(±8.6),210,NaN,49.1,42.9,55.3,(±6.3),357,NaN,28.3,17.6,42.2,(±12.5),63,NaN,61.2,53.3,68.5,(±7.7),271,NaN,53.4,47.5,59.2,(±5.9),387,NaN,55.9,49.5,62.2,(±6.4),359,NaN,56.2,48.9,63.2,(±7.2),265,NaN,56.7,42.2,70.2,(±14.4),84,NaN,NA,NaN,NaN,NA,NA,NaN,NA,NA,NA,NaN,NA,NA,NA,NaN,50.8,32.4,68.9,(±19.1),42,NaN,59.4,46.9,70.8,(±12.2),99,NaN,53.6,44.8,62.2,(±8.8),182,NaN,34.9,19.4,54.5,(±18.2),32,NaN,62.8,51.8,72.5,(±10.5),145,NaN,55.6,47.0,63.8,(±8.5),182,NaN,51.0,44.7,57.3,(±6.3),362,NaN,49.6,42.3,57.0,(±7.4),254,NaN,54.2,40.2,67.6,(±14.1),86,NaN,NA,NaN,NaN,NA,NA,NaN,NA,NA,NA,NaN,NA,NaN,NaN,NA,NA,NaN,59.9,42.8,74.9,(±16.6),45,NaN,56.4,44.2,67.9,(±12.1),111,NaN,44.6,35.9,53.5,(±8.9),175,NaN,NA,NaN,NaN,NA,NA,NaN,59.3,47.9,69.7,(±11.1),126,NaN,51.5,43.4,59.6,(±8.2),205,NaN
Indiana,48.9,42.3,55.7,(±6.7),296,NaN,46.8,39.4,54.4,(±7.6),232,NaN,51.9,36.5,66.9,(±15.7),55,NaN,NA,NaN,NaN,NA,NA,NaN,NA,NaN,NaN,NA,NA,NaN,NA,NaN,NaN,NA,NA,NaN,NA,NaN,NaN,NA,NA,NaN,37.8,22.9,55.5,(±16.9),44,NaN,49.8,41.8,57.8,(±8.1),199,NaN,43.5,30.1,57.9,(±14.3),64,NaN,52.8,42.4,62.9,(±10.4),124,NaN,47.4,36.7,58.3,(±11.0),108,NaN,55.7,45.7,65.2,(±9.9),137,NaN,54.5,43.3,65.3,(±11.2),108,NaN,NA,NaN,NaN,NA,NA,NaN,NA,NaN,NaN,NA,NA,NaN,NA,NA,NA,NaN,NA,NA,NA,NaN,NA,NaN,NaN,NA,NA,NaN,NA,NaN,NaN,NA,NA,NaN,54.8,42.6,66.4,(±12.1),89,NaN,NA,NaN,NaN,NA,NA,NaN,58.2,42.0,72.8,(±15.9),54,NaN,53.3,38.0,68.0,(±15.5),55,NaN,42.5,34.0,51.6,(±8.9),159,NaN,39.3,30.2,49.3,(±9.7),124,NaN,50.3,30.4,70.0,(±20.9),30,NaN,NA,NaN,NaN,NA,NA,NaN,NA,NA,NA,NaN,NA,NaN,NaN,NA,NA,NaN,NA,NaN,NaN,NA,NA,NaN,NA,NaN,NaN,NA,NA,NaN,44.8,34.8,55.3,(±10.4),110,NaN,33.0,17.5,53.4,(±18.6),36,NaN,48.1,35.0,61.4,(±13.5),70,NaN,40.9,27.4,55.9,(±14.6),53,NaN
Iowa,55.1,48.2,61.8,(±6.9),280,NaN,55.9,48.5,63.1,(±7.4),240,NaN,53.2,34.8,70.8,(±18.8),35,NaN,NA,NaN,NaN,NA,NA,NaN,NA,NaN,NaN,NA,NA,NaN,NA,NaN,NaN,NA,NA,NaN,NA,NaN,NaN,NA,NA,NaN,NA,NaN,NaN,NA,NA,NaN,57.2,49.5,64.5,(±7.6),224,NaN,48.8,37.9,59.7,(±11.1),107,NaN,54.7,42.5,66.4,(±12.2),89,NaN,63.2,50.5,74.3,(±12.1),84,NaN,61.9,52.2,70.8,(±9.4),132,NaN,63.9,53.6,73.0,(±9.8),117,NaN,NA,NaN,NaN,NA,NA,NaN,NA,NaN,NaN,NA,NA,NaN,NA,NA,NA,NaN,NA,NA,NA,NaN,NA,NaN,NaN,NA,NA,NaN,NA,NaN,NaN,NA,NA,NaN,69.9,59.3,78.7,(±9.8),101,NaN,54.5,38.7,69.5,(±15.9),48,NaN,63.7,45.8,78.5,(±16.9),43,NaN,68.0,50.7,81.5,(±15.8),41,NaN,48.6,39.1,58.2,(±9.7),148,NaN,47.6,37.4,58.1,(±10.5),123,NaN,NA,NaN,NaN,NA,NA,NaN,NA,NaN,NaN,NA,NA,NaN,NA,NA,NA,NaN,NA,NaN,NaN,NA,NA,NaN,NA,NaN,NaN,NA,NA,NaN,NA,NaN,NaN,NA,NA,NaN,46.2,36.1,56.6,(±10.4),123,NaN,44.1,30.1,59.0,(±14.9),59,NaN,45.8,29.8,62.8,(±17.1),46,NaN,57.8,39.4,74.2,(±18.1),43,NaN
Kansas,40.7,34.3,47.5,(±6.6),297,NaN,34.7,28.3,41.7,(±6.7),255,NaN,68.7,48.7,83.6,(±18.0),35,NaN,NA,NaN,NaN,NA,NA,NaN,NA,NaN,NaN,NA,NA,NaN,NA,NaN,NaN,NA,NA,NaN,NA,NaN,NaN,NA,NA,NaN,68.3,52.1,81.1,(±14.8),44,NaN,31.8,25.1,39.3,(±7.1),222,NaN,37.2,27.4,48.2,(±10.6),108,NaN,44.5,33.9,55.6,(±11.0),104,NaN,38.9,27.7,51.4,(±12.1),85,NaN,38.1,29.2,48.0,(±9.5),138,NaN,30.4,22.0,40.5,(±9.3),115,NaN,NA,NaN,NaN,NA,NA,NaN,NA,NaN,NaN,NA,NA,NaN,NA,NA,NA,NaN,NA,NA,NA,NaN,NA,NaN,NaN,NA,NA,NaN,NA,NaN,NaN,NA,NA,NaN,28.9,20.0,39.8,(±10.0),106,NaN,36.2,23.2,51.7,(±14.6),53,NaN,42.7,27.9,59.0,(±16.1),47,NaN,34.3,19.2,53.4,(±17.7),38,NaN,43.2,34.3,52.6,(±9.2),159,NaN,38.5,29.5,48.3,(±9.5),140,NaN,NA,NaN,NaN,NA,NA,NaN,NA,NaN,NaN,NA,NA,NaN,NA,NA,NA,NaN,NA,NaN,NaN,NA,NA,NaN,NA,NaN,NaN,NA,NA,NaN,NA,NaN,NaN,NA,NA,NaN,34.8,25.5,45.5,(±10.1),116,NaN,38.4,24.6,54.3,(±15.3),55,NaN,46.1,31.8,61.0,(±15.0),57,NaN,43.1,27.9,59.7,(±16.5),47,NaN
Kentucky,42.6,35.9,49.5,(±6.8),270,NaN,43.1,35.6,51.0,(±7.7),208,NaN,44.0,29.5,59.5,(±15.4),55,NaN,NA,NaN,NaN,NA,NA,NaN,NA,NaN,NaN,NA,NA,NaN,NA,NaN,NaN,NA,NA,NaN,NA,NaN,NaN,NA,NA,NaN,NA,NaN,NaN,NA,NA,NaN,40.6,33.0,48.8,(±7.9),198,NaN,23.3,15.2,34.1,(±9.5),97,NaN,57.5,46.9,67.4,(±10.4),108,NaN,43.3,30.2,57.4,(±13.9),65,NaN,45.4,35.7,55.4,(±9.9),130,NaN,45.1,34.4,56.3,(±11.1),102,NaN,NA,NaN,NaN,NA,NA,NaN,NA,NaN,NaN,NA,NA,NaN,NA,NA,NA,NaN,NA,NA,NA,NaN,NA,NaN,NaN,NA,NA,NaN,NA,NaN,NaN,NA,NA,NaN,42.9,31.7,54.8,(±11.7),94,NaN,25.8,14.9,40.9,(±13.2),48,NaN,54.3,38.7,69.1,(±15.7),48,NaN,52.0,34.0,69.6,(±18.6),34,NaN,39.9,31.1,49.4,(±9.3),140,NaN,41.2,31.1,52.0,(±10.6),106,NaN,35.6,18.6,57.1,(±20.2),32,NaN,NA,NaN,NaN,NA,NA,NaN,NA,NA,NA,NaN,NA,NaN,NaN,NA,NA,NaN,NA,NaN,NaN,NA,NA,NaN,NA,NaN,NaN,NA,NA,NaN,38.7,28.7,49.8,(±10.7),104,NaN,NA,NaN,NaN,NA,NA,NaN,60.6,46.5,73.2,(±13.7),60,NaN,31.9,17.2,51.3,(±17.6),31,NaN
Louisiana,46.7,39.5,54.1,(±7.3),284,NaN,46.1,37.8,54.6,(±8.5),213,NaN,51.4,35.6,67.0,(±16.3),59,NaN,NA,NaN,NaN,NA,NA,NaN,NA,NaN,NaN,NA,NA,NaN,NA,NaN,NaN,NA,NA,NaN,59.8,45.1,72.9,(±14.3),53,NaN,NA,NaN,NaN,NA,NA,NaN,35.8,27.9,44.6,(±8.4),179,NaN,26.1,14.0,43.3,(±14.9),46,NaN,44.2,32.7,56.4,(±12.0),103,NaN,55.2,44.8,65.2,(±10.3),135,NaN,52.9,42.2,63.3,(±10.7),124,NaN,47.7,35.8,59.9,(±12.3),96,NaN,NA,NaN,NaN,NA,NA,NaN,NA,NaN,NaN,NA,NA,NaN,NA,NA,NA,NaN,NA,NA,NA,NaN,NA,NaN,NaN,NA,NA,NaN,NA,NaN,NaN,NA,NA,NaN,41.2,29.3,54.2,(±12.7),81,NaN,NA,NaN,NaN,NA,NA,NaN,53.5,35.8,70.3,(±18.0),45,NaN,57.3,42.2,71.2,(±14.9),59,NaN,40.8,31.5,50.8,(±9.7),160,NaN,44.3,33.2,56.1,(±11.6),117,NaN,36.3,19.9,56.7,(±19.2),36,NaN,NA,NaN,NaN,NA,NA,NaN,NA,NA,NA,NaN,NA,NaN,NaN,NA,NA,NaN,47.3,29.5,65.8,(±19.0),33,NaN,NA,NaN,NaN,NA,NA,NaN,29.5,20.4,40.6,(±10.2),98,NaN,NA,NaN,NaN,NA,NA,NaN,35.3,22.1,51.2,(±14.9),58,NaN,53.3,39.2,67.0,(±14.3),76,NaN
Maine,50.7,43.9,57.5,(±6.8),317,NaN,48.2,40.8,55.6,(±7.5),260,NaN,58.0,40.3,73.8,(±17.4),48,NaN,NA,NaN,NaN,NA,NA,NaN,NA,NaN,NaN,NA,NA,NaN,NA,NaN,NaN,NA,NA,NaN,NA,NaN,NaN,NA,NA,NaN,NA,NaN,NaN,NA,NA,NaN,50.5,43.1,57.8,(±7.4),271,NaN,48.5,38.3,58.8,(±10.4),138,NaN,63.6,45.9,78.2,(±16.7),51,NaN,48.2,37.9,58.7,(±10.5),128,NaN,52.0,42.2,61.5,(±9.8),160,NaN,50.5,40.1,60.9,(±10.5),133,NaN,NA,NaN,NaN,NA,NA,NaN,NA,NaN,NaN,NA,NA,NaN,NA,NA,NA,NaN,NA,NA,NA,NaN,NA,NaN,NaN,NA,NA,NaN,NA,NaN,NaN,NA,NA,NaN,52.8,42.2,63.1,(±10.6),135,NaN,49.4,35.4,63.5,(±14.4),70,NaN,NA,NaN,NaN,NA,NA,NaN,49.3,34.3,64.4,(±15.5),64,NaN,49.5,40.0,59.0,(±9.6),157,NaN,46.0,35.7,56.6,(±10.6),127,NaN,NA,NaN,NaN,NA,NA,NaN,NA,NaN,NaN,NA,NA,NaN,NA,NA,NA,NaN,NA,NaN,NaN,NA,NA,NaN,NA,NaN,NaN,NA,NA,NaN,NA,NaN,NaN,NA,NA,NaN,48.4,38.3,58.6,(±10.3),136,NaN,47.6,33.3,62.2,(±14.9),68,NaN,NA,NaN,NaN,NA,NA,NaN,47.3,33.6,61.5,(±14.3),64,NaN
Maryland,58.1,51.2,64.7,(±6.8),393,NaN,58.1,50.6,65.3,(±7.4),332,NaN,54.6,35.9,72.1,(±18.9),45,NaN,NA,NaN,NaN,NA,NA,NaN,NA,NaN,NaN,NA,NA,NaN,NA,NaN,NaN,NA,NA,NaN,56.4,42.6,69.2,(±13.6),77,NaN,73.0,56.2,85.1,(±14.7),68,NaN,56.3,46.6,65.6,(±9.6),196,NaN,NA,NaN,NaN,NA,NA,NaN,69.3,57.0,79.4,(±11.4),134,NaN,51.1,42.7,59.4,(±8.4),250,NaN,60.9,51.0,70.0,(±9.6),185,NaN,59.0,48.3,68.9,(±10.4),164,NaN,NA,NaN,NaN,NA,NA,NaN,NA,NaN,NaN,NA,NA,NaN,NA,NA,NA,NaN,NA,NA,NA,NaN,61.6,40.9,78.8,(±19.9),33,NaN,NA,NaN,NaN,NA,NA,NaN,56.3,42.8,68.9,(±13.4),96,NaN,NA,NaN,NaN,NA,NA,NaN,83.6,69.3,92.0,(±11.2),62,NaN,47.9,36.2,59.8,(±12.0),118,NaN,55.4,45.8,64.7,(±9.5),208,NaN,57.1,46.4,67.1,(±10.5),168,NaN,45.0,24.7,67.1,(±22.6),32,NaN,NA,NaN,NaN,NA,NA,NaN,NA,NA,NA,NaN,NA,NaN,NaN,NA,NA,NaN,52.2,34.4,69.4,(±18.3),44,NaN,64.0,41.5,81.7,(±21.2),42,NaN,56.4,42.4,69.4,(±13.8),100,NaN,NA,NaN,NaN,NA,NA,NaN,56.5,39.2,72.3,(±17.2),72,NaN,54.2,42.5,65.4,(±11.7),132,NaN
Massachusetts,68.7,61.6,75.0,(±6.7),328,NaN,68.6,60.6,75.6,(±7.5),276,NaN,71.8,53.8,84.8,(±15.8),38,NaN,NA,NaN,NaN,NA,NA,NaN,NA,NaN,NaN,NA,NA,NaN,NA,NaN,NaN,NA,NA,NaN,NA,NaN,NaN,NA,NA,NaN,69.3,50.3,83.4,(±17.0),49,NaN,68.9,60.4,76.2,(±8.0),225,NaN,NA,NaN,NaN,NA,NA,NaN,70.6,54.1,83.1,(±14.8),59,NaN,68.9,60.9,75.9,(±7.5),265,NaN,66.6,56.1,75.7,(±9.9),143,NaN,62.6,50.7,73.2,(±11.4),121,NaN,NA,NaN,NaN,NA,NA,NaN,NA,NaN,NaN,NA,NA,NaN,NA,NA,NA,NaN,NA,NA,NA,NaN,NA,NaN,NaN,NA,NA,NaN,NA,NaN,NaN,NA,NA,NaN,66.1,53.8,76.6,(±11.6),104,NaN,NA,NaN,NaN,NA,NA,NaN,NA,NaN,NaN,NA,NA,NaN,64.0,52.0,74.4,(±11.4),118,NaN,70.6,60.9,78.8,(±9.0),185,NaN,74.9,64.4,83.1,(±9.4),155,NaN,NA,NaN,NaN,NA,NA,NaN,NA,NaN,NaN,NA,NA,NaN,NA,NA,NA,NaN,NA,NaN,NaN,NA,NA,NaN,NA,NaN,NaN,NA,NA,NaN,56.7,33.0,77.7,(±24.0),30,NaN,72.0,60.0,81.5,(±10.9),121,NaN,NA,NaN,NaN,NA,NA,NaN,59.5,37.5,78.2,(±21.6),37,NaN,73.8,63.0,82.4,(±9.7),147,NaN
Michigan,55.0,48.3,61.6,(±6.7),313,NaN,52.8,45.4,60.1,(±7.4),256,NaN,65.7,48.1,79.8,(±16.4),47,NaN,NA,NaN,NaN,NA,NA,NaN,NA,NaN,NaN,NA,NA,NaN,NA,NaN,NaN,NA,NA,NaN,50.8,31.9,69.4,(±19.7),30,NaN,NA,NaN,NaN,NA,NA,NaN,54.1,46.2,61.7,(±7.8),231,NaN,42.7,26.8,60.2,(±17.3),46,NaN,61.5,48.8,72.8,(±12.2),88,NaN,54.4,45.5,63.0,(±8.8),179,NaN,56.9,46.8,66.4,(±9.9),137,NaN,52.0,41.0,62.9,(±11.1),111,NaN,NA,NaN,NaN,NA,NA,NaN,NA,NaN,NaN,NA,NA,NaN,NA,NA,NA,NaN,NA,NA,NA,NaN,NA,NaN,NaN,NA,NA,NaN,NA,NaN,NaN,NA,NA,NaN,53.7,42.0,65.0,(±11.7),101,NaN,NA,NaN,NaN,NA,NA,NaN,66.7,49.0,80.7,(±16.3),42,NaN,53.9,40.4,66.8,(±13.6),75,NaN,53.3,44.3,62.1,(±9.0),176,NaN,53.6,43.9,63.1,(±9.7),145,NaN,NA,NaN,NaN,NA,NA,NaN,NA,NaN,NaN,NA,NA,NaN,NA,NA,NA,NaN,NA,NaN,NaN,NA,NA,NaN,NA,NaN,NaN,NA,NA,NaN,NA,NaN,NaN,NA,NA,NaN,54.4,43.9,64.5,(±10.4),130,NaN,NA,NaN,NaN,NA,NA,NaN,56.5,38.7,72.8,(±17.8),46,NaN,55.0,43.5,65.9,(±11.4),104,NaN
Minnesota,58.8,51.2,66.0,(±7.5),285,NaN,56.1,48.0,63.9,(±8.0),254,NaN,NA,NaN,NaN,NA,NA,NaN,NA,NaN,NaN,NA,NA,NaN,NA,NaN,NaN,NA,NA,NaN,NA,NaN,NaN,NA,NA,NaN,NA,NaN,NaN,NA,NA,NaN,NA,NaN,NaN,NA,NA,NaN,59.4,50.7,67.5,(±8.5),220,NaN,51.6,33.3,69.4,(±18.9),52,NaN,61.0,50.3,70.8,(±10.4),133,NaN,59.1,45.8,71.2,(±13.0),100,NaN,62.2,51.0,72.2,(±10.8),131,NaN,58.9,46.7,70.0,(±11.9),113,NaN,NA,NaN,NaN,NA,NA,NaN,NA,NaN,NaN,NA,NA,NaN,NA,NA,NA,NaN,NA,NA,NA,NaN,NA,NaN,NaN,NA,NA,NaN,NA,NaN,NaN,NA,NA,NaN,60.3,46.9,72.3,(±13.0),97,NaN,NA,NaN,NaN,NA,NA,NaN,68.0,53.5,79.7,(±13.4),67,NaN,55.5,35.0,74.3,(±20.7),44,NaN,55.6,45.2,65.5,(±10.3),154,NaN,53.6,42.8,64.1,(±10.8),141,NaN,NA,NaN,NaN,NA,NA,NaN,NA,NaN,NaN,NA,NA,NaN,NA,NA,NA,NaN,NA,NaN,NaN,NA,NA,NaN,NA,NaN,NaN,NA,NA,NaN,NA,NaN,NaN,NA,NA,NaN,58.5,47.1,69.0,(±11.1),123,NaN,48.0,25.5,71.3,(±24.7),32,NaN,53.1,37.9,67.7,(±15.4),66,NaN,62.2,45.2,76.6,(±16.2),56,NaN
